,price
15341,"$868,000"
15342,"$978,000"
15343,"$799,000"
15344,"$510,000"
15345,"$400,000"
15346,"$7,200,000"
15347,"$729,000"
15348,"$3,895,000"
15349,"$1,825,000"
15350,"$899,000"
15351,"$4,645,000"
15352,"$2,599,000"
15353,"$680,000"
15354,"$1,095,000"
15355,"$3,500"
15356,"$1,695,000"
15357,"$799,000"
15358,"$1,048,000"
15359,"$1,995,000"
15360,"$2,795,000"
15361,"$2,995,000"
15362,"$545,000"
15363,"$575,000"
15364,"$525,000"
15365,"$2,195,000"
15366,"$1,149,000"
15367,"$1,695,000"
15368,"$11,750,000"
15369,"$995,000"
15370,"$1,995,000"
15371,"$949,000"
15372,"$1,275,000"
15373,"$1,150,000"
15374,"$960,000"
15375,"$565,000"
15376,"$1,100,000"
15377,"$715,000"
15378,"$2,250,000"
15379,"$300,000"
15380,"$1,799,000"
15381,"$789,900"
15382,"$1,550,000"
15383,"$1,050,000"
15384,"$1,099,000"
15385,"$799,000"
15386,"$1,495,000"
15387,"$2,095,000"
15388,"$3,300,000"
15389,"$819,000"
15390,"$1,449,000"
15391,"$998,000"
15392,"$4,185,000"
15393,"$995,000"
15394,"$394,000"
15395,"$400,000"
15396,"$1,318,000"
15397,"$998,000"
15398,"$925,000"
15399,"$625,000"
15400,"$995,000"
15401,"$5,250,000"
15402,"$2,750,000"
15403,"$868,000"
15404,"$978,000"
15405,"$799,000"
15406,"$510,000"
15407,"$400,000"
15408,"$7,200,000"
15409,"$729,000"
15410,"$3,895,000"
15411,"$1,825,000"
15412,"$899,000"
15413,"$4,645,000"
15414,"$2,599,000"
15415,"$680,000"
15416,"$1,095,000"
15417,"$3,500"
15418,"$1,695,000"
15419,"$799,000"
15420,"$1,048,000"
15421,"$1,995,000"
15422,"$2,795,000"
15423,"$2,995,000"
15424,"$545,000"
15425,"$575,000"
15426,"$525,000"
15427,"$2,195,000"
15428,"$1,149,000"
15429,"$1,695,000"
15430,"$11,750,000"
15431,"$995,000"
15432,"$1,995,000"
15433,"$949,000"
15434,"$1,275,000"
15435,"$1,150,000"
15436,"$960,000"
15437,"$565,000"
15438,"$1,100,000"
15439,"$715,000"
15440,"$2,250,000"
15441,"$300,000"
15442,"$1,799,000"
15443,"$789,900"
15444,"$1,550,000"
15445,"$1,050,000"
15446,"$1,099,000"
15447,"$799,000"
15448,"$1,495,000"
15449,"$2,095,000"
15450,"$3,300,000"
15451,"$819,000"
15452,"$1,449,000"
15453,"$998,000"
15454,"$4,185,000"
15455,"$995,000"
15456,"$394,000"
15457,"$400,000"
15458,"$1,318,000"
15459,"$998,000"
15460,"$925,000"
15461,"$625,000"
15462,"$995,000"
15463,"$5,250,000"
15464,"$2,750,000"
15465,"$868,000"
15466,"$978,000"
15467,"$799,000"
15468,"$510,000"
15469,"$400,000"
15470,"$7,200,000"
15471,"$729,000"
15472,"$3,895,000"
15473,"$1,825,000"
15474,"$899,000"
15475,"$4,645,000"
15476,"$2,599,000"
15477,"$680,000"
15478,"$1,095,000"
15479,"$3,500"
15480,"$1,695,000"
15481,"$799,000"
15482,"$1,048,000"
15483,"$1,995,000"
15484,"$2,795,000"
15485,"$2,995,000"
15486,"$545,000"
15487,"$575,000"
15488,"$525,000"
15489,"$2,195,000"
15490,"$1,149,000"
15491,"$1,695,000"
15492,"$11,750,000"
15493,"$995,000"
15494,"$1,995,000"
15495,"$949,000"
15496,"$1,275,000"
15497,"$1,150,000"
15498,"$960,000"
15499,"$565,000"
15500,"$1,100,000"
15501,"$715,000"
15502,"$2,250,000"
15503,"$300,000"
15504,"$1,799,000"
15505,"$789,900"
15506,"$1,550,000"
15507,"$1,050,000"
15508,"$1,099,000"
15509,"$799,000"
15510,"$1,495,000"
15511,"$2,095,000"
15512,"$3,300,000"
15513,"$819,000"
15514,"$1,449,000"
15515,"$998,000"
15516,"$4,185,000"
15517,"$995,000"
15518,"$394,000"
15519,"$400,000"
15520,"$1,318,000"
15521,"$998,000"
15522,"$925,000"
15523,"$625,000"
15524,"$995,000"
15525,"$5,250,000"
15526,"$2,750,000"
15527,"$868,000"
15528,"$978,000"
15529,"$799,000"
15530,"$510,000"
15531,"$400,000"
15532,"$7,200,000"
15533,"$729,000"
15534,"$3,895,000"
15535,"$1,825,000"
15536,"$899,000"
15537,"$4,645,000"
15538,"$2,599,000"
15539,"$680,000"
15540,"$1,095,000"
15541,"$3,500"
15542,"$1,695,000"
15543,"$799,000"
15544,"$1,048,000"
15545,"$1,995,000"
15546,"$2,795,000"
15547,"$2,995,000"
15548,"$545,000"
15549,"$575,000"
15550,"$525,000"
15551,"$2,195,000"
15552,"$1,149,000"
15553,"$1,695,000"
15554,"$11,750,000"
15555,"$995,000"
15556,"$1,995,000"
15557,"$949,000"
15558,"$1,275,000"
15559,"$1,150,000"
15560,"$960,000"
15561,"$565,000"
15562,"$1,100,000"
15563,"$715,000"
15564,"$2,250,000"
15565,"$300,000"
15566,"$1,799,000"
15567,"$789,900"
15568,"$1,550,000"
15569,"$1,050,000"
15570,"$1,099,000"
15571,"$799,000"
15572,"$1,495,000"
15573,"$2,095,000"
15574,"$3,300,000"
15575,"$819,000"
15576,"$1,449,000"
15577,"$998,000"
15578,"$4,185,000"
15579,"$995,000"
15580,"$394,000"
15581,"$400,000"
15582,"$1,318,000"
15583,"$998,000"
15584,"$925,000"
15585,"$625,000"
15586,"$995,000"
15587,"$5,250,000"
15588,"$2,750,000"
15589,"$868,000"
15590,"$978,000"
15591,"$799,000"
15592,"$510,000"
15593,"$400,000"
15594,"$7,200,000"
15595,"$729,000"
15596,"$3,895,000"
15597,"$1,825,000"
15598,"$899,000"
15599,"$4,645,000"
15600,"$2,599,000"
15601,"$680,000"
15602,"$1,095,000"
15603,"$3,500"
15604,"$1,695,000"
15605,"$799,000"
15606,"$1,048,000"
15607,"$1,995,000"
15608,"$2,795,000"
15609,"$2,995,000"
15610,"$545,000"
15611,"$575,000"
15612,"$525,000"
15613,"$2,195,000"
15614,"$1,149,000"
15615,"$1,695,000"
15616,"$11,750,000"
15617,"$995,000"
15618,"$1,995,000"
15619,"$949,000"
15620,"$1,275,000"
15621,"$1,150,000"
15622,"$960,000"
15623,"$565,000"
15624,"$1,100,000"
15625,"$715,000"
15626,"$2,250,000"
15627,"$300,000"
15628,"$1,799,000"
15629,"$789,900"
15630,"$1,550,000"
15631,"$1,050,000"
15632,"$1,099,000"
15633,"$799,000"
15634,"$1,495,000"
15635,"$2,095,000"
15636,"$3,300,000"
15637,"$819,000"
15638,"$1,449,000"
15639,"$998,000"
15640,"$4,185,000"
15641,"$995,000"
15642,"$394,000"
15643,"$400,000"
15644,"$1,318,000"
15645,"$998,000"
15646,"$925,000"
15647,"$625,000"
15648,"$995,000"
15649,"$5,250,000"
15650,"$2,750,000"
15651,"$868,000"
15652,"$978,000"
15653,"$799,000"
15654,"$510,000"
15655,"$400,000"
15656,"$7,200,000"
15657,"$729,000"
15658,"$3,895,000"
15659,"$1,825,000"
15660,"$899,000"
15661,"$4,645,000"
15662,"$2,599,000"
15663,"$680,000"
15664,"$1,095,000"
15665,"$3,500"
15666,"$1,695,000"
15667,"$799,000"
15668,"$1,048,000"
15669,"$1,995,000"
15670,"$2,795,000"
15671,"$2,995,000"
15672,"$545,000"
15673,"$575,000"
15674,"$525,000"
15675,"$2,195,000"
15676,"$1,149,000"
15677,"$1,695,000"
15678,"$11,750,000"
15679,"$995,000"
15680,"$1,995,000"
15681,"$949,000"
15682,"$1,275,000"
15683,"$1,150,000"
15684,"$960,000"
15685,"$565,000"
15686,"$1,100,000"
15687,"$715,000"
15688,"$2,250,000"
15689,"$300,000"
15690,"$1,799,000"
15691,"$789,900"
15692,"$1,550,000"
15693,"$1,050,000"
15694,"$1,099,000"
15695,"$799,000"
15696,"$1,495,000"
15697,"$2,095,000"
15698,"$3,300,000"
15699,"$819,000"
15700,"$1,449,000"
15701,"$998,000"
15702,"$4,185,000"
15703,"$995,000"
15704,"$394,000"
15705,"$400,000"
15706,"$1,318,000"
15707,"$998,000"
15708,"$925,000"
15709,"$625,000"
15710,"$995,000"
15711,"$5,250,000"
15712,"$2,750,000"
15713,"$868,000"
15714,"$978,000"
15715,"$799,000"
15716,"$510,000"
15717,"$400,000"
15718,"$7,200,000"
15719,"$729,000"
15720,"$3,895,000"
15721,"$1,825,000"
15722,"$899,000"
15723,"$4,645,000"
15724,"$2,599,000"
15725,"$680,000"
15726,"$1,095,000"
15727,"$3,500"
15728,"$1,695,000"
15729,"$799,000"
15730,"$1,048,000"
15731,"$1,995,000"
15732,"$2,795,000"
15733,"$2,995,000"
15734,"$545,000"
15735,"$575,000"
15736,"$525,000"
15737,"$2,195,000"
15738,"$1,149,000"
15739,"$1,695,000"
15740,"$11,750,000"
15741,"$995,000"
15742,"$1,995,000"
15743,"$949,000"
15744,"$1,275,000"
15745,"$1,150,000"
15746,"$960,000"
15747,"$565,000"
15748,"$1,100,000"
15749,"$715,000"
15750,"$2,250,000"
15751,"$300,000"
15752,"$1,799,000"
15753,"$789,900"
15754,"$1,550,000"
15755,"$1,050,000"
15756,"$1,099,000"
15757,"$799,000"
15758,"$1,495,000"
15759,"$2,095,000"
15760,"$3,300,000"
15761,"$819,000"
15762,"$1,449,000"
15763,"$998,000"
15764,"$4,185,000"
15765,"$995,000"
15766,"$394,000"
15767,"$400,000"
15768,"$1,318,000"
15769,"$998,000"
15770,"$925,000"
15771,"$625,000"
15772,"$995,000"
15773,"$5,250,000"
15774,"$2,750,000"
15775,"$868,000"
15776,"$978,000"
15777,"$799,000"
15778,"$510,000"
15779,"$400,000"
15780,"$7,200,000"
15781,"$729,000"
15782,"$3,895,000"
15783,"$1,825,000"
15784,"$899,000"
15785,"$4,645,000"
15786,"$2,599,000"
15787,"$680,000"
15788,"$1,095,000"
15789,"$3,500"
15790,"$1,695,000"
15791,"$799,000"
15792,"$1,048,000"
15793,"$1,995,000"
15794,"$2,795,000"
15795,"$2,995,000"
15796,"$545,000"
15797,"$575,000"
15798,"$525,000"
15799,"$2,195,000"
15800,"$1,149,000"
15801,"$1,695,000"
15802,"$11,750,000"
15803,"$995,000"
15804,"$1,995,000"
15805,"$949,000"
15806,"$1,275,000"
15807,"$1,150,000"
15808,"$960,000"
15809,"$565,000"
15810,"$1,100,000"
15811,"$715,000"
15812,"$2,250,000"
15813,"$300,000"
15814,"$1,799,000"
15815,"$789,900"
15816,"$1,550,000"
15817,"$1,050,000"
15818,"$1,099,000"
15819,"$799,000"
15820,"$1,495,000"
15821,"$2,095,000"
15822,"$3,300,000"
15823,"$819,000"
15824,"$1,449,000"
15825,"$998,000"
15826,"$4,185,000"
15827,"$995,000"
15828,"$394,000"
15829,"$400,000"
15830,"$1,318,000"
15831,"$998,000"
15832,"$925,000"
15833,"$625,000"
15834,"$995,000"
15835,"$5,250,000"
15836,"$2,750,000"
15837,"$868,000"
15838,"$978,000"
15839,"$799,000"
15840,"$510,000"
15841,"$400,000"
15842,"$7,200,000"
15843,"$729,000"
15844,"$3,895,000"
15845,"$1,825,000"
15846,"$899,000"
15847,"$4,645,000"
15848,"$2,599,000"
15849,"$680,000"
15850,"$1,095,000"
15851,"$3,500"
15852,"$1,695,000"
15853,"$799,000"
15854,"$1,048,000"
15855,"$1,995,000"
15856,"$2,795,000"
15857,"$2,995,000"
15858,"$545,000"
15859,"$575,000"
15860,"$525,000"
15861,"$2,195,000"
15862,"$1,149,000"
15863,"$1,695,000"
15864,"$11,750,000"
15865,"$995,000"
15866,"$1,995,000"
15867,"$949,000"
15868,"$1,275,000"
15869,"$1,150,000"
15870,"$960,000"
15871,"$565,000"
15872,"$1,100,000"
15873,"$715,000"
15874,"$2,250,000"
15875,"$300,000"
15876,"$1,799,000"
15877,"$789,900"
15878,"$1,550,000"
15879,"$1,050,000"
15880,"$1,099,000"
15881,"$799,000"
15882,"$1,495,000"
15883,"$2,095,000"
15884,"$3,300,000"
15885,"$819,000"
15886,"$1,449,000"
15887,"$998,000"
15888,"$4,185,000"
15889,"$995,000"
15890,"$394,000"
15891,"$400,000"
15892,"$1,318,000"
15893,"$998,000"
15894,"$925,000"
15895,"$625,000"
15896,"$995,000"
15897,"$5,250,000"
15898,"$2,750,000"
15899,"$868,000"
15900,"$978,000"
15901,"$799,000"
15902,"$510,000"
15903,"$400,000"
15904,"$7,200,000"
15905,"$729,000"
15906,"$3,895,000"
15907,"$1,825,000"
15908,"$899,000"
15909,"$4,645,000"
15910,"$2,599,000"
15911,"$680,000"
15912,"$1,095,000"
15913,"$3,500"
15914,"$1,695,000"
15915,"$799,000"
15916,"$1,048,000"
15917,"$1,995,000"
15918,"$2,795,000"
15919,"$2,995,000"
15920,"$545,000"
15921,"$575,000"
15922,"$525,000"
15923,"$2,195,000"
15924,"$1,149,000"
15925,"$1,695,000"
15926,"$11,750,000"
15927,"$995,000"
15928,"$1,995,000"
15929,"$949,000"
15930,"$1,275,000"
15931,"$1,150,000"
15932,"$960,000"
15933,"$565,000"
15934,"$1,100,000"
15935,"$715,000"
15936,"$2,250,000"
15937,"$300,000"
15938,"$1,799,000"
15939,"$789,900"
15940,"$1,550,000"
15941,"$1,050,000"
15942,"$1,099,000"
15943,"$799,000"
15944,"$1,495,000"
15945,"$2,095,000"
15946,"$3,300,000"
15947,"$819,000"
15948,"$1,449,000"
15949,"$998,000"
15950,"$4,185,000"
15951,"$995,000"
15952,"$394,000"
15953,"$400,000"
15954,"$1,318,000"
15955,"$998,000"
15956,"$925,000"
15957,"$625,000"
15958,"$995,000"
15959,"$5,250,000"
15960,"$2,750,000"
15961,"$868,000"
15962,"$978,000"
15963,"$799,000"
15964,"$510,000"
15965,"$400,000"
15966,"$7,200,000"
15967,"$729,000"
15968,"$3,895,000"
15969,"$1,825,000"
15970,"$899,000"
15971,"$4,645,000"
15972,"$2,599,000"
15973,"$680,000"
15974,"$1,095,000"
15975,"$3,500"
15976,"$1,695,000"
15977,"$799,000"
15978,"$1,048,000"
15979,"$1,995,000"
15980,"$2,795,000"
15981,"$2,995,000"
15982,"$545,000"
15983,"$575,000"
15984,"$525,000"
15985,"$2,195,000"
15986,"$1,149,000"
15987,"$1,695,000"
15988,"$11,750,000"
15989,"$995,000"
15990,"$1,995,000"
15991,"$949,000"
15992,"$1,275,000"
15993,"$1,150,000"
15994,"$960,000"
15995,"$565,000"
15996,"$1,100,000"
15997,"$715,000"
15998,"$2,250,000"
15999,"$300,000"
16000,"$1,799,000"
16001,"$789,900"
16002,"$1,550,000"
16003,"$1,050,000"
16004,"$1,099,000"
16005,"$799,000"
16006,"$1,495,000"
16007,"$2,095,000"
16008,"$3,300,000"
16009,"$819,000"
16010,"$1,449,000"
16011,"$998,000"
16012,"$4,185,000"
16013,"$995,000"
16014,"$394,000"
16015,"$400,000"
16016,"$1,318,000"
16017,"$998,000"
16018,"$925,000"
16019,"$625,000"
16020,"$995,000"
16021,"$5,250,000"
16022,"$2,750,000"
16023,"$868,000"
16024,"$978,000"
16025,"$799,000"
16026,"$510,000"
16027,"$400,000"
16028,"$7,200,000"
16029,"$729,000"
16030,"$3,895,000"
16031,"$1,825,000"
16032,"$899,000"
16033,"$4,645,000"
16034,"$2,599,000"
16035,"$680,000"
16036,"$1,095,000"
16037,"$3,500"
16038,"$1,695,000"
16039,"$799,000"
16040,"$1,048,000"
16041,"$1,995,000"
16042,"$2,795,000"
16043,"$2,995,000"
16044,"$545,000"
16045,"$575,000"
16046,"$525,000"
16047,"$2,195,000"
16048,"$1,149,000"
16049,"$1,695,000"
16050,"$11,750,000"
16051,"$995,000"
16052,"$1,995,000"
16053,"$949,000"
16054,"$1,275,000"
16055,"$1,150,000"
16056,"$960,000"
16057,"$565,000"
16058,"$1,100,000"
16059,"$715,000"
16060,"$2,250,000"
16061,"$300,000"
16062,"$1,799,000"
16063,"$789,900"
16064,"$1,550,000"
16065,"$1,050,000"
16066,"$1,099,000"
16067,"$799,000"
16068,"$1,495,000"
16069,"$2,095,000"
16070,"$3,300,000"
16071,"$819,000"
16072,"$1,449,000"
16073,"$998,000"
16074,"$4,185,000"
16075,"$995,000"
16076,"$394,000"
16077,"$400,000"
16078,"$1,318,000"
16079,"$998,000"
16080,"$925,000"
16081,"$625,000"
16082,"$995,000"
16083,"$5,250,000"
16084,"$2,750,000"
16085,"$868,000"
16086,"$978,000"
16087,"$799,000"
16088,"$510,000"
16089,"$400,000"
16090,"$7,200,000"
16091,"$729,000"
16092,"$3,895,000"
16093,"$1,825,000"
16094,"$899,000"
16095,"$4,645,000"
16096,"$2,599,000"
16097,"$680,000"
16098,"$1,095,000"
16099,"$3,500"
16100,"$1,695,000"
16101,"$799,000"
16102,"$1,048,000"
16103,"$1,995,000"
16104,"$2,795,000"
16105,"$2,995,000"
16106,"$545,000"
16107,"$575,000"
16108,"$525,000"
16109,"$2,195,000"
16110,"$1,149,000"
16111,"$1,695,000"
16112,"$11,750,000"
16113,"$995,000"
16114,"$1,995,000"
16115,"$949,000"
16116,"$1,275,000"
16117,"$1,150,000"
16118,"$960,000"
16119,"$565,000"
16120,"$1,100,000"
16121,"$715,000"
16122,"$2,250,000"
16123,"$300,000"
16124,"$1,799,000"
16125,"$789,900"
16126,"$1,550,000"
16127,"$1,050,000"
16128,"$1,099,000"
16129,"$799,000"
16130,"$1,495,000"
16131,"$2,095,000"
16132,"$3,300,000"
16133,"$819,000"
16134,"$1,449,000"
16135,"$998,000"
16136,"$4,185,000"
16137,"$995,000"
16138,"$394,000"
16139,"$400,000"
16140,"$1,318,000"
16141,"$998,000"
16142,"$925,000"
16143,"$625,000"
16144,"$995,000"
16145,"$5,250,000"
16146,"$2,750,000"
16147,"$868,000"
16148,"$978,000"
16149,"$799,000"
16150,"$510,000"
16151,"$400,000"
16152,"$7,200,000"
16153,"$729,000"
16154,"$3,895,000"
16155,"$1,825,000"
16156,"$899,000"
16157,"$4,645,000"
16158,"$2,599,000"
16159,"$680,000"
16160,"$1,095,000"
16161,"$3,500"
16162,"$1,695,000"
16163,"$799,000"
16164,"$1,048,000"
16165,"$1,995,000"
16166,"$2,795,000"
16167,"$2,995,000"
16168,"$545,000"
16169,"$575,000"
16170,"$525,000"
16171,"$2,195,000"
16172,"$1,149,000"
16173,"$1,695,000"
16174,"$11,750,000"
16175,"$995,000"
16176,"$1,995,000"
16177,"$949,000"
16178,"$1,275,000"
16179,"$1,150,000"
16180,"$960,000"
16181,"$565,000"
16182,"$1,100,000"
16183,"$715,000"
16184,"$2,250,000"
16185,"$300,000"
16186,"$1,799,000"
16187,"$789,900"
16188,"$1,550,000"
16189,"$1,050,000"
16190,"$1,099,000"
16191,"$799,000"
16192,"$1,495,000"
16193,"$2,095,000"
16194,"$3,300,000"
16195,"$819,000"
16196,"$1,449,000"
16197,"$998,000"
16198,"$4,185,000"
16199,"$995,000"
16200,"$394,000"
16201,"$400,000"
16202,"$1,318,000"
16203,"$998,000"
16204,"$925,000"
16205,"$625,000"
16206,"$995,000"
16207,"$5,250,000"
16208,"$2,750,000"
16209,"$868,000"
16210,"$978,000"
16211,"$799,000"
16212,"$510,000"
16213,"$400,000"
16214,"$7,200,000"
16215,"$729,000"
16216,"$3,895,000"
16217,"$1,825,000"
16218,"$899,000"
16219,"$4,645,000"
16220,"$2,599,000"
16221,"$680,000"
16222,"$1,095,000"
16223,"$3,500"
16224,"$1,695,000"
16225,"$799,000"
16226,"$1,048,000"
16227,"$1,995,000"
16228,"$2,795,000"
16229,"$2,995,000"
16230,"$545,000"
16231,"$575,000"
16232,"$525,000"
16233,"$2,195,000"
16234,"$1,149,000"
16235,"$1,695,000"
16236,"$11,750,000"
16237,"$995,000"
16238,"$1,995,000"
16239,"$949,000"
16240,"$1,275,000"
16241,"$1,150,000"
16242,"$960,000"
16243,"$565,000"
16244,"$1,100,000"
16245,"$715,000"
16246,"$2,250,000"
16247,"$300,000"
16248,"$1,799,000"
16249,"$789,900"
16250,"$1,550,000"
16251,"$1,050,000"
16252,"$1,099,000"
16253,"$799,000"
16254,"$1,495,000"
16255,"$2,095,000"
16256,"$3,300,000"
16257,"$819,000"
16258,"$1,449,000"
16259,"$998,000"
16260,"$4,185,000"
16261,"$995,000"
16262,"$394,000"
16263,"$400,000"
16264,"$1,318,000"
16265,"$998,000"
16266,"$925,000"
16267,"$625,000"
16268,"$995,000"
16269,"$5,250,000"
16270,"$2,750,000"
16271,"$868,000"
16272,"$978,000"
16273,"$799,000"
16274,"$510,000"
16275,"$400,000"
16276,"$7,200,000"
16277,"$729,000"
16278,"$3,895,000"
16279,"$1,825,000"
16280,"$899,000"
16281,"$4,645,000"
16282,"$2,599,000"
16283,"$680,000"
16284,"$1,095,000"
16285,"$3,500"
16286,"$1,695,000"
16287,"$799,000"
16288,"$1,048,000"
16289,"$1,995,000"
16290,"$2,795,000"
16291,"$2,995,000"
16292,"$545,000"
16293,"$575,000"
16294,"$525,000"
16295,"$2,195,000"
16296,"$1,149,000"
16297,"$1,695,000"
16298,"$11,750,000"
16299,"$995,000"
16300,"$1,995,000"
16301,"$949,000"
16302,"$1,275,000"
16303,"$1,150,000"
16304,"$960,000"
16305,"$565,000"
16306,"$1,100,000"
16307,"$715,000"
16308,"$2,250,000"
16309,"$300,000"
16310,"$1,799,000"
16311,"$789,900"
16312,"$1,550,000"
16313,"$1,050,000"
16314,"$1,099,000"
16315,"$799,000"
16316,"$1,495,000"
16317,"$2,095,000"
16318,"$3,300,000"
16319,"$819,000"
16320,"$1,449,000"
16321,"$998,000"
16322,"$4,185,000"
16323,"$995,000"
16324,"$394,000"
16325,"$400,000"
16326,"$1,318,000"
16327,"$998,000"
16328,"$925,000"
16329,"$625,000"
16330,"$995,000"
16331,"$5,250,000"
16332,"$2,750,000"
16333,"$868,000"
16334,"$978,000"
16335,"$799,000"
16336,"$510,000"
16337,"$400,000"
16338,"$7,200,000"
16339,"$729,000"
16340,"$3,895,000"
16341,"$1,825,000"
16342,"$899,000"
16343,"$4,645,000"
16344,"$2,599,000"
16345,"$680,000"
16346,"$1,095,000"
16347,"$3,500"
16348,"$1,695,000"
16349,"$799,000"
16350,"$1,048,000"
16351,"$1,995,000"
16352,"$2,795,000"
16353,"$2,995,000"
16354,"$545,000"
16355,"$575,000"
16356,"$525,000"
16357,"$2,195,000"
16358,"$1,149,000"
16359,"$1,695,000"
16360,"$11,750,000"
16361,"$995,000"
16362,"$1,995,000"
16363,"$949,000"
16364,"$1,275,000"
16365,"$1,150,000"
16366,"$960,000"
16367,"$565,000"
16368,"$1,100,000"
16369,"$715,000"
16370,"$2,250,000"
16371,"$300,000"
16372,"$1,799,000"
16373,"$789,900"
16374,"$1,550,000"
16375,"$1,050,000"
16376,"$1,099,000"
16377,"$799,000"
16378,"$1,495,000"
16379,"$2,095,000"
16380,"$3,300,000"
16381,"$819,000"
16382,"$1,449,000"
16383,"$998,000"
16384,"$4,185,000"
16385,"$995,000"
16386,"$394,000"
16387,"$400,000"
16388,"$1,318,000"
16389,"$998,000"
16390,"$925,000"
16391,"$625,000"
16392,"$995,000"
16393,"$5,250,000"
16394,"$2,750,000"
16395,"$868,000"
16396,"$978,000"
16397,"$799,000"
16398,"$510,000"
16399,"$400,000"
16400,"$7,200,000"
16401,"$729,000"
16402,"$3,895,000"
16403,"$1,825,000"
16404,"$899,000"
16405,"$4,645,000"
16406,"$2,599,000"
16407,"$680,000"
16408,"$1,095,000"
16409,"$3,500"
16410,"$1,695,000"
16411,"$799,000"
16412,"$1,048,000"
16413,"$1,995,000"
16414,"$2,795,000"
16415,"$2,995,000"
16416,"$545,000"
16417,"$575,000"
16418,"$525,000"
16419,"$2,195,000"
16420,"$1,149,000"
16421,"$1,695,000"
16422,"$11,750,000"
16423,"$995,000"
16424,"$1,995,000"
16425,"$949,000"
16426,"$1,275,000"
16427,"$1,150,000"
16428,"$960,000"
16429,"$565,000"
16430,"$1,100,000"
16431,"$715,000"
16432,"$2,250,000"
16433,"$300,000"
16434,"$1,799,000"
16435,"$789,900"
16436,"$1,550,000"
16437,"$1,050,000"
16438,"$1,099,000"
16439,"$799,000"
16440,"$1,495,000"
16441,"$2,095,000"
16442,"$3,300,000"
16443,"$819,000"
16444,"$1,449,000"
16445,"$998,000"
16446,"$4,185,000"
16447,"$995,000"
16448,"$394,000"
16449,"$400,000"
16450,"$1,318,000"
16451,"$998,000"
16452,"$925,000"
16453,"$625,000"
16454,"$995,000"
16455,"$5,250,000"
16456,"$2,750,000"
16457,"$868,000"
16458,"$978,000"
16459,"$799,000"
16460,"$510,000"
16461,"$400,000"
16462,"$7,200,000"
16463,"$729,000"
16464,"$3,895,000"
16465,"$1,825,000"
16466,"$899,000"
16467,"$4,645,000"
16468,"$2,599,000"
16469,"$680,000"
16470,"$1,095,000"
16471,"$3,500"
16472,"$1,695,000"
16473,"$799,000"
16474,"$1,048,000"
16475,"$1,995,000"
16476,"$2,795,000"
16477,"$2,995,000"
16478,"$545,000"
16479,"$575,000"
16480,"$525,000"
16481,"$2,195,000"
16482,"$1,149,000"
16483,"$1,695,000"
16484,"$11,750,000"
16485,"$995,000"
16486,"$1,995,000"
16487,"$949,000"
16488,"$1,275,000"
16489,"$1,150,000"
16490,"$960,000"
16491,"$565,000"
16492,"$1,100,000"
16493,"$715,000"
16494,"$2,250,000"
16495,"$300,000"
16496,"$1,799,000"
16497,"$789,900"
16498,"$1,550,000"
16499,"$1,050,000"
16500,"$1,099,000"
16501,"$799,000"
16502,"$1,495,000"
16503,"$2,095,000"
16504,"$3,300,000"
16505,"$819,000"
16506,"$1,449,000"
16507,"$998,000"
16508,"$4,185,000"
16509,"$995,000"
16510,"$394,000"
16511,"$400,000"
16512,"$1,318,000"
16513,"$998,000"
16514,"$925,000"
16515,"$625,000"
16516,"$995,000"
16517,"$5,250,000"
16518,"$2,750,000"
16519,"$868,000"
16520,"$978,000"
16521,"$799,000"
16522,"$510,000"
16523,"$400,000"
16524,"$7,200,000"
16525,"$729,000"
16526,"$3,895,000"
16527,"$1,825,000"
16528,"$899,000"
16529,"$4,645,000"
16530,"$2,599,000"
16531,"$680,000"
16532,"$1,095,000"
16533,"$3,500"
16534,"$1,695,000"
16535,"$799,000"
16536,"$1,048,000"
16537,"$1,995,000"
16538,"$2,795,000"
16539,"$2,995,000"
16540,"$545,000"
16541,"$575,000"
16542,"$525,000"
16543,"$2,195,000"
16544,"$1,149,000"
16545,"$1,695,000"
16546,"$11,750,000"
16547,"$995,000"
16548,"$1,995,000"
16549,"$949,000"
16550,"$1,275,000"
16551,"$1,150,000"
16552,"$960,000"
16553,"$565,000"
16554,"$1,100,000"
16555,"$715,000"
16556,"$2,250,000"
16557,"$300,000"
16558,"$1,799,000"
16559,"$789,900"
16560,"$1,550,000"
16561,"$1,050,000"
16562,"$1,099,000"
16563,"$799,000"
16564,"$1,495,000"
16565,"$2,095,000"
16566,"$3,300,000"
16567,"$819,000"
16568,"$1,449,000"
16569,"$998,000"
16570,"$4,185,000"
16571,"$995,000"
16572,"$394,000"
16573,"$400,000"
16574,"$1,318,000"
16575,"$998,000"
16576,"$925,000"
16577,"$625,000"
16578,"$995,000"
16579,"$5,250,000"
16580,"$2,750,000"
16581,"$868,000"
16582,"$978,000"
16583,"$799,000"
16584,"$510,000"
16585,"$400,000"
16586,"$7,200,000"
16587,"$729,000"
16588,"$3,895,000"
16589,"$1,825,000"
16590,"$899,000"
16591,"$4,645,000"
16592,"$2,599,000"
16593,"$680,000"
16594,"$1,095,000"
16595,"$3,500"
16596,"$1,695,000"
16597,"$799,000"
16598,"$1,048,000"
16599,"$1,995,000"
16600,"$2,795,000"
16601,"$2,995,000"
16602,"$545,000"
16603,"$575,000"
16604,"$525,000"
16605,"$2,195,000"
16606,"$1,149,000"
16607,"$1,695,000"
16608,"$11,750,000"
