,price
138785,"$799,000"
138786,"$510,000"
138787,"$400,000"
138788,"$7,200,000"
138789,"$729,000"
138790,"$3,895,000"
138791,"$1,825,000"
138792,"$899,000"
138793,"$4,645,000"
138794,"$2,599,000"
138795,"$680,000"
138796,"$1,095,000"
138797,"$3,500"
138798,"$1,695,000"
138799,"$799,000"
138800,"$1,048,000"
138801,"$1,995,000"
138802,"$2,795,000"
138803,"$2,995,000"
138804,"$545,000"
138805,"$575,000"
138806,"$525,000"
138807,"$2,195,000"
138808,"$1,149,000"
138809,"$1,695,000"
138810,"$11,750,000"
138811,"$995,000"
138812,"$1,995,000"
138813,"$949,000"
138814,"$1,275,000"
138815,"$1,150,000"
138816,"$960,000"
138817,"$565,000"
138818,"$1,100,000"
138819,"$715,000"
138820,"$2,250,000"
138821,"$300,000"
138822,"$1,799,000"
138823,"$789,900"
138824,"$1,550,000"
138825,"$1,050,000"
138826,"$1,099,000"
138827,"$799,000"
138828,"$1,495,000"
138829,"$2,095,000"
138830,"$3,300,000"
138831,"$819,000"
138832,"$1,449,000"
138833,"$998,000"
138834,"$4,185,000"
138835,"$995,000"
138836,"$394,000"
138837,"$400,000"
138838,"$1,318,000"
138839,"$998,000"
138840,"$925,000"
138841,"$625,000"
138842,"$995,000"
138843,"$5,250,000"
138844,"$2,750,000"
138845,"$868,000"
138846,"$978,000"
138847,"$799,000"
138848,"$510,000"
138849,"$400,000"
138850,"$7,200,000"
138851,"$729,000"
138852,"$3,895,000"
138853,"$1,825,000"
138854,"$899,000"
138855,"$4,645,000"
138856,"$2,599,000"
138857,"$680,000"
138858,"$1,095,000"
138859,"$3,500"
138860,"$1,695,000"
138861,"$799,000"
138862,"$1,048,000"
138863,"$1,995,000"
138864,"$2,795,000"
138865,"$2,995,000"
138866,"$545,000"
138867,"$575,000"
138868,"$525,000"
138869,"$2,195,000"
138870,"$1,149,000"
138871,"$1,695,000"
138872,"$11,750,000"
138873,"$995,000"
138874,"$1,995,000"
138875,"$949,000"
138876,"$1,275,000"
138877,"$1,150,000"
138878,"$960,000"
138879,"$565,000"
138880,"$1,100,000"
138881,"$715,000"
138882,"$2,250,000"
138883,"$300,000"
138884,"$1,799,000"
138885,"$789,900"
138886,"$1,550,000"
138887,"$1,050,000"
138888,"$1,099,000"
138889,"$799,000"
138890,"$1,495,000"
138891,"$2,095,000"
138892,"$3,300,000"
138893,"$819,000"
138894,"$1,449,000"
138895,"$998,000"
138896,"$4,185,000"
138897,"$995,000"
138898,"$394,000"
138899,"$400,000"
138900,"$1,318,000"
138901,"$998,000"
138902,"$925,000"
138903,"$625,000"
138904,"$995,000"
138905,"$5,250,000"
138906,"$2,750,000"
138907,"$868,000"
138908,"$978,000"
138909,"$799,000"
138910,"$510,000"
138911,"$400,000"
138912,"$7,200,000"
138913,"$729,000"
138914,"$3,895,000"
138915,"$1,825,000"
138916,"$899,000"
138917,"$4,645,000"
138918,"$2,599,000"
138919,"$680,000"
138920,"$1,095,000"
138921,"$3,500"
138922,"$1,695,000"
138923,"$799,000"
138924,"$1,048,000"
138925,"$1,995,000"
138926,"$2,795,000"
138927,"$2,995,000"
138928,"$545,000"
138929,"$575,000"
138930,"$525,000"
138931,"$2,195,000"
138932,"$1,149,000"
138933,"$1,695,000"
138934,"$11,750,000"
138935,"$995,000"
138936,"$1,995,000"
138937,"$949,000"
138938,"$1,275,000"
138939,"$1,150,000"
138940,"$960,000"
138941,"$565,000"
138942,"$1,100,000"
138943,"$715,000"
138944,"$2,250,000"
138945,"$300,000"
138946,"$1,799,000"
138947,"$789,900"
138948,"$1,550,000"
138949,"$1,050,000"
138950,"$1,099,000"
138951,"$799,000"
138952,"$1,495,000"
138953,"$2,095,000"
138954,"$3,300,000"
138955,"$819,000"
138956,"$1,449,000"
138957,"$998,000"
138958,"$4,185,000"
138959,"$995,000"
138960,"$394,000"
138961,"$400,000"
138962,"$1,318,000"
138963,"$998,000"
138964,"$925,000"
138965,"$625,000"
138966,"$995,000"
138967,"$5,250,000"
138968,"$2,750,000"
138969,"$868,000"
138970,"$978,000"
138971,"$799,000"
138972,"$510,000"
138973,"$400,000"
138974,"$7,200,000"
138975,"$729,000"
138976,"$3,895,000"
138977,"$1,825,000"
138978,"$899,000"
138979,"$4,645,000"
138980,"$2,599,000"
138981,"$680,000"
138982,"$1,095,000"
138983,"$3,500"
138984,"$1,695,000"
138985,"$799,000"
138986,"$1,048,000"
138987,"$1,995,000"
138988,"$2,795,000"
138989,"$2,995,000"
138990,"$545,000"
138991,"$575,000"
138992,"$525,000"
138993,"$2,195,000"
138994,"$1,149,000"
138995,"$1,695,000"
138996,"$11,750,000"
138997,"$995,000"
138998,"$1,995,000"
138999,"$949,000"
139000,"$1,275,000"
139001,"$1,150,000"
139002,"$960,000"
139003,"$565,000"
139004,"$1,100,000"
139005,"$715,000"
139006,"$2,250,000"
139007,"$300,000"
139008,"$1,799,000"
139009,"$789,900"
139010,"$1,550,000"
139011,"$1,050,000"
139012,"$1,099,000"
139013,"$799,000"
139014,"$1,495,000"
139015,"$2,095,000"
139016,"$3,300,000"
139017,"$819,000"
139018,"$1,449,000"
139019,"$998,000"
139020,"$4,185,000"
139021,"$995,000"
139022,"$394,000"
139023,"$400,000"
139024,"$1,318,000"
139025,"$998,000"
139026,"$925,000"
139027,"$625,000"
139028,"$995,000"
139029,"$5,250,000"
139030,"$2,750,000"
139031,"$868,000"
139032,"$978,000"
139033,"$799,000"
139034,"$510,000"
139035,"$400,000"
139036,"$7,200,000"
139037,"$729,000"
139038,"$3,895,000"
139039,"$1,825,000"
139040,"$899,000"
139041,"$4,645,000"
139042,"$2,599,000"
139043,"$680,000"
139044,"$1,095,000"
139045,"$3,500"
139046,"$1,695,000"
139047,"$799,000"
139048,"$1,048,000"
139049,"$1,995,000"
139050,"$2,795,000"
139051,"$2,995,000"
139052,"$545,000"
139053,"$575,000"
139054,"$525,000"
139055,"$2,195,000"
139056,"$1,149,000"
139057,"$1,695,000"
139058,"$11,750,000"
139059,"$995,000"
139060,"$1,995,000"
139061,"$949,000"
139062,"$1,275,000"
139063,"$1,150,000"
139064,"$960,000"
139065,"$565,000"
139066,"$1,100,000"
139067,"$715,000"
139068,"$2,250,000"
139069,"$300,000"
139070,"$1,799,000"
139071,"$789,900"
139072,"$1,550,000"
139073,"$1,050,000"
139074,"$1,099,000"
139075,"$799,000"
139076,"$1,495,000"
139077,"$2,095,000"
139078,"$3,300,000"
139079,"$819,000"
139080,"$1,449,000"
139081,"$998,000"
139082,"$4,185,000"
139083,"$995,000"
139084,"$394,000"
139085,"$400,000"
139086,"$1,318,000"
139087,"$998,000"
139088,"$925,000"
139089,"$625,000"
139090,"$995,000"
139091,"$5,250,000"
139092,"$2,750,000"
139093,"$868,000"
139094,"$978,000"
139095,"$799,000"
139096,"$510,000"
139097,"$400,000"
139098,"$7,200,000"
139099,"$729,000"
139100,"$3,895,000"
139101,"$1,825,000"
139102,"$899,000"
139103,"$4,645,000"
139104,"$2,599,000"
139105,"$680,000"
139106,"$1,095,000"
139107,"$3,500"
139108,"$1,695,000"
139109,"$799,000"
139110,"$1,048,000"
139111,"$1,995,000"
139112,"$2,795,000"
139113,"$2,995,000"
139114,"$545,000"
139115,"$575,000"
139116,"$525,000"
139117,"$2,195,000"
139118,"$1,149,000"
139119,"$1,695,000"
139120,"$11,750,000"
139121,"$995,000"
139122,"$1,995,000"
139123,"$949,000"
139124,"$1,275,000"
139125,"$1,150,000"
139126,"$960,000"
139127,"$565,000"
139128,"$1,100,000"
139129,"$715,000"
139130,"$2,250,000"
139131,"$300,000"
139132,"$1,799,000"
139133,"$789,900"
139134,"$1,550,000"
139135,"$1,050,000"
139136,"$1,099,000"
139137,"$799,000"
139138,"$1,495,000"
139139,"$2,095,000"
139140,"$3,300,000"
139141,"$819,000"
139142,"$1,449,000"
139143,"$998,000"
139144,"$4,185,000"
139145,"$995,000"
139146,"$394,000"
139147,"$400,000"
139148,"$1,318,000"
139149,"$998,000"
139150,"$925,000"
139151,"$625,000"
139152,"$995,000"
139153,"$5,250,000"
139154,"$2,750,000"
139155,"$868,000"
139156,"$978,000"
139157,"$799,000"
139158,"$510,000"
139159,"$400,000"
139160,"$7,200,000"
139161,"$729,000"
139162,"$3,895,000"
139163,"$1,825,000"
139164,"$899,000"
139165,"$4,645,000"
139166,"$2,599,000"
139167,"$680,000"
139168,"$1,095,000"
139169,"$3,500"
139170,"$1,695,000"
139171,"$799,000"
139172,"$1,048,000"
139173,"$1,995,000"
139174,"$2,795,000"
139175,"$2,995,000"
139176,"$545,000"
139177,"$575,000"
139178,"$525,000"
139179,"$2,195,000"
139180,"$1,149,000"
139181,"$1,695,000"
139182,"$11,750,000"
139183,"$995,000"
139184,"$1,995,000"
139185,"$949,000"
139186,"$1,275,000"
139187,"$1,150,000"
139188,"$960,000"
139189,"$565,000"
139190,"$1,100,000"
139191,"$715,000"
139192,"$2,250,000"
139193,"$300,000"
139194,"$1,799,000"
139195,"$789,900"
139196,"$1,550,000"
139197,"$1,050,000"
139198,"$1,099,000"
139199,"$799,000"
139200,"$1,495,000"
139201,"$2,095,000"
139202,"$3,300,000"
139203,"$819,000"
139204,"$1,449,000"
139205,"$998,000"
139206,"$4,185,000"
139207,"$995,000"
139208,"$394,000"
139209,"$400,000"
139210,"$1,318,000"
139211,"$998,000"
139212,"$925,000"
139213,"$625,000"
139214,"$995,000"
139215,"$5,250,000"
139216,"$2,750,000"
139217,"$868,000"
139218,"$978,000"
139219,"$799,000"
139220,"$510,000"
139221,"$400,000"
139222,"$7,200,000"
139223,"$729,000"
139224,"$3,895,000"
139225,"$1,825,000"
139226,"$899,000"
139227,"$4,645,000"
139228,"$2,599,000"
139229,"$680,000"
139230,"$1,095,000"
139231,"$3,500"
139232,"$1,695,000"
139233,"$799,000"
139234,"$1,048,000"
139235,"$1,995,000"
139236,"$2,795,000"
139237,"$2,995,000"
139238,"$545,000"
139239,"$575,000"
139240,"$525,000"
139241,"$2,195,000"
139242,"$1,149,000"
139243,"$1,695,000"
139244,"$11,750,000"
139245,"$995,000"
139246,"$1,995,000"
139247,"$949,000"
139248,"$1,275,000"
139249,"$1,150,000"
139250,"$960,000"
139251,"$565,000"
139252,"$1,100,000"
139253,"$715,000"
139254,"$2,250,000"
139255,"$300,000"
139256,"$1,799,000"
139257,"$789,900"
139258,"$1,550,000"
139259,"$1,050,000"
139260,"$1,099,000"
139261,"$799,000"
139262,"$1,495,000"
139263,"$2,095,000"
139264,"$3,300,000"
139265,"$819,000"
139266,"$1,449,000"
139267,"$998,000"
139268,"$4,185,000"
139269,"$995,000"
139270,"$394,000"
139271,"$400,000"
139272,"$1,318,000"
139273,"$998,000"
139274,"$925,000"
139275,"$625,000"
139276,"$995,000"
139277,"$5,250,000"
139278,"$2,750,000"
139279,"$868,000"
139280,"$978,000"
139281,"$799,000"
139282,"$510,000"
139283,"$400,000"
139284,"$7,200,000"
139285,"$729,000"
139286,"$3,895,000"
139287,"$1,825,000"
139288,"$899,000"
139289,"$4,645,000"
139290,"$2,599,000"
139291,"$680,000"
139292,"$1,095,000"
139293,"$3,500"
139294,"$1,695,000"
139295,"$799,000"
139296,"$1,048,000"
139297,"$1,995,000"
139298,"$2,795,000"
139299,"$2,995,000"
139300,"$545,000"
139301,"$575,000"
139302,"$525,000"
139303,"$2,195,000"
139304,"$1,149,000"
139305,"$1,695,000"
139306,"$11,750,000"
139307,"$995,000"
139308,"$1,995,000"
139309,"$949,000"
139310,"$1,275,000"
139311,"$1,150,000"
139312,"$960,000"
139313,"$565,000"
139314,"$1,100,000"
139315,"$715,000"
139316,"$2,250,000"
139317,"$300,000"
139318,"$1,799,000"
139319,"$789,900"
139320,"$1,550,000"
139321,"$1,050,000"
139322,"$1,099,000"
139323,"$799,000"
139324,"$1,495,000"
139325,"$2,095,000"
139326,"$3,300,000"
139327,"$819,000"
139328,"$1,449,000"
139329,"$998,000"
139330,"$4,185,000"
139331,"$995,000"
139332,"$394,000"
139333,"$400,000"
139334,"$1,318,000"
139335,"$998,000"
139336,"$925,000"
139337,"$625,000"
139338,"$995,000"
139339,"$5,250,000"
139340,"$2,750,000"
139341,"$868,000"
139342,"$978,000"
139343,"$799,000"
139344,"$510,000"
139345,"$400,000"
139346,"$7,200,000"
139347,"$729,000"
139348,"$3,895,000"
139349,"$1,825,000"
139350,"$899,000"
139351,"$4,645,000"
139352,"$2,599,000"
139353,"$680,000"
139354,"$1,095,000"
139355,"$3,500"
139356,"$1,695,000"
139357,"$799,000"
139358,"$1,048,000"
139359,"$1,995,000"
139360,"$2,795,000"
139361,"$2,995,000"
139362,"$545,000"
139363,"$575,000"
139364,"$525,000"
139365,"$2,195,000"
139366,"$1,149,000"
139367,"$1,695,000"
139368,"$11,750,000"
139369,"$995,000"
139370,"$1,995,000"
139371,"$949,000"
139372,"$1,275,000"
139373,"$1,150,000"
139374,"$960,000"
139375,"$565,000"
139376,"$1,100,000"
139377,"$715,000"
139378,"$2,250,000"
139379,"$300,000"
139380,"$1,799,000"
139381,"$789,900"
139382,"$1,550,000"
139383,"$1,050,000"
139384,"$1,099,000"
139385,"$799,000"
139386,"$1,495,000"
139387,"$2,095,000"
139388,"$3,300,000"
139389,"$819,000"
139390,"$1,449,000"
139391,"$998,000"
139392,"$4,185,000"
139393,"$995,000"
139394,"$394,000"
139395,"$400,000"
139396,"$1,318,000"
139397,"$998,000"
139398,"$925,000"
139399,"$625,000"
139400,"$995,000"
139401,"$5,250,000"
139402,"$2,750,000"
139403,"$868,000"
139404,"$978,000"
139405,"$799,000"
139406,"$510,000"
139407,"$400,000"
139408,"$7,200,000"
139409,"$729,000"
139410,"$3,895,000"
139411,"$1,825,000"
139412,"$899,000"
139413,"$4,645,000"
139414,"$2,599,000"
139415,"$680,000"
139416,"$1,095,000"
139417,"$3,500"
139418,"$1,695,000"
139419,"$799,000"
139420,"$1,048,000"
139421,"$1,995,000"
139422,"$2,795,000"
139423,"$2,995,000"
139424,"$545,000"
139425,"$575,000"
139426,"$525,000"
139427,"$2,195,000"
139428,"$1,149,000"
139429,"$1,695,000"
139430,"$11,750,000"
139431,"$995,000"
139432,"$1,995,000"
139433,"$949,000"
139434,"$1,275,000"
139435,"$1,150,000"
139436,"$960,000"
139437,"$565,000"
139438,"$1,100,000"
139439,"$715,000"
139440,"$2,250,000"
139441,"$300,000"
139442,"$1,799,000"
139443,"$789,900"
139444,"$1,550,000"
139445,"$1,050,000"
139446,"$1,099,000"
139447,"$799,000"
139448,"$1,495,000"
139449,"$2,095,000"
139450,"$3,300,000"
139451,"$819,000"
139452,"$1,449,000"
139453,"$998,000"
139454,"$4,185,000"
139455,"$995,000"
139456,"$394,000"
139457,"$400,000"
139458,"$1,318,000"
139459,"$998,000"
139460,"$925,000"
139461,"$625,000"
139462,"$995,000"
139463,"$5,250,000"
139464,"$2,750,000"
139465,"$868,000"
139466,"$978,000"
139467,"$799,000"
139468,"$510,000"
139469,"$400,000"
139470,"$7,200,000"
139471,"$729,000"
139472,"$3,895,000"
139473,"$1,825,000"
139474,"$899,000"
139475,"$4,645,000"
139476,"$2,599,000"
139477,"$680,000"
139478,"$1,095,000"
139479,"$3,500"
139480,"$1,695,000"
139481,"$799,000"
139482,"$1,048,000"
139483,"$1,995,000"
139484,"$2,795,000"
139485,"$2,995,000"
139486,"$545,000"
139487,"$575,000"
139488,"$525,000"
139489,"$2,195,000"
139490,"$1,149,000"
139491,"$1,695,000"
139492,"$11,750,000"
139493,"$995,000"
139494,"$1,995,000"
139495,"$949,000"
139496,"$1,275,000"
139497,"$1,150,000"
139498,"$960,000"
139499,"$565,000"
139500,"$1,100,000"
139501,"$715,000"
139502,"$2,250,000"
139503,"$300,000"
139504,"$1,799,000"
139505,"$789,900"
139506,"$1,550,000"
139507,"$1,050,000"
139508,"$1,099,000"
139509,"$799,000"
139510,"$1,495,000"
139511,"$2,095,000"
139512,"$3,300,000"
139513,"$819,000"
139514,"$1,449,000"
139515,"$998,000"
139516,"$4,185,000"
139517,"$995,000"
139518,"$394,000"
139519,"$400,000"
139520,"$1,318,000"
139521,"$998,000"
139522,"$925,000"
139523,"$625,000"
139524,"$995,000"
139525,"$5,250,000"
139526,"$2,750,000"
139527,"$868,000"
139528,"$978,000"
139529,"$799,000"
139530,"$510,000"
139531,"$400,000"
139532,"$7,200,000"
139533,"$729,000"
139534,"$3,895,000"
139535,"$1,825,000"
139536,"$899,000"
139537,"$4,645,000"
139538,"$2,599,000"
139539,"$680,000"
139540,"$1,095,000"
139541,"$3,500"
139542,"$1,695,000"
139543,"$799,000"
139544,"$1,048,000"
139545,"$1,995,000"
139546,"$2,795,000"
139547,"$2,995,000"
139548,"$545,000"
139549,"$575,000"
139550,"$525,000"
139551,"$2,195,000"
139552,"$1,149,000"
139553,"$1,695,000"
139554,"$11,750,000"
139555,"$995,000"
139556,"$1,995,000"
139557,"$949,000"
139558,"$1,275,000"
139559,"$1,150,000"
139560,"$960,000"
139561,"$565,000"
139562,"$1,100,000"
139563,"$715,000"
139564,"$2,250,000"
139565,"$300,000"
139566,"$1,799,000"
139567,"$789,900"
139568,"$1,550,000"
139569,"$1,050,000"
139570,"$1,099,000"
139571,"$799,000"
139572,"$1,495,000"
139573,"$2,095,000"
139574,"$3,300,000"
139575,"$819,000"
139576,"$1,449,000"
139577,"$998,000"
139578,"$4,185,000"
139579,"$995,000"
139580,"$394,000"
139581,"$400,000"
139582,"$1,318,000"
139583,"$998,000"
139584,"$925,000"
139585,"$625,000"
139586,"$995,000"
139587,"$5,250,000"
139588,"$2,750,000"
139589,"$868,000"
139590,"$978,000"
139591,"$799,000"
139592,"$510,000"
139593,"$400,000"
139594,"$7,200,000"
139595,"$729,000"
139596,"$3,895,000"
139597,"$1,825,000"
139598,"$899,000"
139599,"$4,645,000"
139600,"$2,599,000"
139601,"$680,000"
139602,"$1,095,000"
139603,"$3,500"
139604,"$1,695,000"
139605,"$799,000"
139606,"$1,048,000"
139607,"$1,995,000"
139608,"$2,795,000"
139609,"$2,995,000"
139610,"$545,000"
139611,"$575,000"
139612,"$525,000"
139613,"$2,195,000"
139614,"$1,149,000"
139615,"$1,695,000"
139616,"$11,750,000"
139617,"$995,000"
139618,"$1,995,000"
139619,"$949,000"
139620,"$1,275,000"
139621,"$1,150,000"
139622,"$960,000"
139623,"$565,000"
139624,"$1,100,000"
139625,"$715,000"
139626,"$2,250,000"
139627,"$300,000"
139628,"$1,799,000"
139629,"$789,900"
139630,"$1,550,000"
139631,"$1,050,000"
139632,"$1,099,000"
139633,"$799,000"
139634,"$1,495,000"
139635,"$2,095,000"
139636,"$3,300,000"
139637,"$819,000"
139638,"$1,449,000"
139639,"$998,000"
139640,"$4,185,000"
139641,"$995,000"
139642,"$394,000"
139643,"$400,000"
139644,"$1,318,000"
139645,"$998,000"
139646,"$925,000"
139647,"$625,000"
139648,"$995,000"
139649,"$5,250,000"
139650,"$2,750,000"
139651,"$868,000"
139652,"$978,000"
139653,"$799,000"
139654,"$510,000"
139655,"$400,000"
139656,"$7,200,000"
139657,"$729,000"
139658,"$3,895,000"
139659,"$1,825,000"
139660,"$899,000"
139661,"$4,645,000"
139662,"$2,599,000"
139663,"$680,000"
139664,"$1,095,000"
139665,"$3,500"
139666,"$1,695,000"
139667,"$799,000"
139668,"$1,048,000"
139669,"$1,995,000"
139670,"$2,795,000"
139671,"$2,995,000"
139672,"$545,000"
139673,"$575,000"
139674,"$525,000"
139675,"$2,195,000"
139676,"$1,149,000"
139677,"$1,695,000"
139678,"$11,750,000"
139679,"$995,000"
139680,"$1,995,000"
139681,"$949,000"
139682,"$1,275,000"
139683,"$1,150,000"
139684,"$960,000"
139685,"$565,000"
139686,"$1,100,000"
139687,"$715,000"
139688,"$2,250,000"
139689,"$300,000"
139690,"$1,799,000"
139691,"$789,900"
139692,"$1,550,000"
139693,"$1,050,000"
139694,"$1,099,000"
139695,"$799,000"
139696,"$1,495,000"
139697,"$2,095,000"
139698,"$3,300,000"
139699,"$819,000"
139700,"$1,449,000"
139701,"$998,000"
139702,"$4,185,000"
139703,"$995,000"
139704,"$394,000"
139705,"$400,000"
139706,"$1,318,000"
139707,"$998,000"
139708,"$925,000"
139709,"$625,000"
139710,"$995,000"
139711,"$5,250,000"
139712,"$2,750,000"
139713,"$868,000"
139714,"$978,000"
139715,"$799,000"
139716,"$510,000"
139717,"$400,000"
139718,"$7,200,000"
139719,"$729,000"
139720,"$3,895,000"
139721,"$1,825,000"
139722,"$899,000"
139723,"$4,645,000"
139724,"$2,599,000"
139725,"$680,000"
139726,"$1,095,000"
139727,"$3,500"
139728,"$1,695,000"
139729,"$799,000"
139730,"$1,048,000"
139731,"$1,995,000"
139732,"$2,795,000"
139733,"$2,995,000"
139734,"$545,000"
139735,"$575,000"
139736,"$525,000"
139737,"$2,195,000"
139738,"$1,149,000"
139739,"$1,695,000"
139740,"$11,750,000"
139741,"$995,000"
139742,"$1,995,000"
139743,"$949,000"
139744,"$1,275,000"
139745,"$1,150,000"
139746,"$960,000"
139747,"$565,000"
139748,"$1,100,000"
139749,"$715,000"
139750,"$2,250,000"
139751,"$300,000"
139752,"$1,799,000"
139753,"$789,900"
139754,"$1,550,000"
139755,"$1,050,000"
139756,"$1,099,000"
139757,"$799,000"
139758,"$1,495,000"
139759,"$2,095,000"
139760,"$3,300,000"
139761,"$819,000"
139762,"$1,449,000"
139763,"$998,000"
139764,"$4,185,000"
139765,"$995,000"
139766,"$394,000"
139767,"$400,000"
139768,"$1,318,000"
139769,"$998,000"
139770,"$925,000"
139771,"$625,000"
139772,"$995,000"
139773,"$5,250,000"
139774,"$2,750,000"
139775,"$868,000"
139776,"$978,000"
139777,"$799,000"
139778,"$510,000"
139779,"$400,000"
139780,"$7,200,000"
139781,"$729,000"
139782,"$3,895,000"
139783,"$1,825,000"
139784,"$899,000"
139785,"$4,645,000"
139786,"$2,599,000"
139787,"$680,000"
139788,"$1,095,000"
139789,"$3,500"
139790,"$1,695,000"
139791,"$799,000"
139792,"$1,048,000"
139793,"$1,995,000"
139794,"$2,795,000"
139795,"$2,995,000"
139796,"$545,000"
139797,"$575,000"
139798,"$525,000"
139799,"$2,195,000"
139800,"$1,149,000"
139801,"$1,695,000"
139802,"$11,750,000"
139803,"$995,000"
139804,"$1,995,000"
139805,"$949,000"
139806,"$1,275,000"
139807,"$1,150,000"
139808,"$960,000"
139809,"$565,000"
139810,"$1,100,000"
139811,"$715,000"
139812,"$2,250,000"
139813,"$300,000"
139814,"$1,799,000"
139815,"$789,900"
139816,"$1,550,000"
139817,"$1,050,000"
139818,"$1,099,000"
139819,"$799,000"
139820,"$1,495,000"
139821,"$2,095,000"
139822,"$3,300,000"
139823,"$819,000"
139824,"$1,449,000"
139825,"$998,000"
139826,"$4,185,000"
139827,"$995,000"
139828,"$394,000"
139829,"$400,000"
139830,"$1,318,000"
139831,"$998,000"
139832,"$925,000"
139833,"$625,000"
139834,"$995,000"
139835,"$5,250,000"
139836,"$2,750,000"
139837,"$868,000"
139838,"$978,000"
139839,"$799,000"
139840,"$510,000"
139841,"$400,000"
139842,"$7,200,000"
139843,"$729,000"
139844,"$3,895,000"
139845,"$1,825,000"
139846,"$899,000"
139847,"$4,645,000"
139848,"$2,599,000"
139849,"$680,000"
139850,"$1,095,000"
139851,"$3,500"
139852,"$1,695,000"
139853,"$799,000"
139854,"$1,048,000"
139855,"$1,995,000"
139856,"$2,795,000"
139857,"$2,995,000"
139858,"$545,000"
139859,"$575,000"
139860,"$525,000"
139861,"$2,195,000"
139862,"$1,149,000"
139863,"$1,695,000"
139864,"$11,750,000"
139865,"$995,000"
139866,"$1,995,000"
139867,"$949,000"
139868,"$1,275,000"
139869,"$1,150,000"
139870,"$960,000"
139871,"$565,000"
139872,"$1,100,000"
139873,"$715,000"
139874,"$2,250,000"
139875,"$300,000"
139876,"$1,799,000"
139877,"$789,900"
139878,"$1,550,000"
139879,"$1,050,000"
139880,"$1,099,000"
139881,"$799,000"
139882,"$1,495,000"
139883,"$2,095,000"
139884,"$3,300,000"
139885,"$819,000"
139886,"$1,449,000"
139887,"$998,000"
139888,"$4,185,000"
139889,"$995,000"
139890,"$394,000"
139891,"$400,000"
139892,"$1,318,000"
139893,"$998,000"
139894,"$925,000"
139895,"$625,000"
139896,"$995,000"
139897,"$5,250,000"
139898,"$2,750,000"
139899,"$868,000"
139900,"$978,000"
139901,"$799,000"
139902,"$510,000"
139903,"$400,000"
139904,"$7,200,000"
139905,"$729,000"
139906,"$3,895,000"
139907,"$1,825,000"
139908,"$899,000"
139909,"$4,645,000"
139910,"$2,599,000"
139911,"$680,000"
139912,"$1,095,000"
139913,"$3,500"
139914,"$1,695,000"
139915,"$799,000"
139916,"$1,048,000"
139917,"$1,995,000"
139918,"$2,795,000"
139919,"$2,995,000"
139920,"$545,000"
139921,"$575,000"
139922,"$525,000"
139923,"$2,195,000"
139924,"$1,149,000"
139925,"$1,695,000"
139926,"$11,750,000"
139927,"$995,000"
139928,"$1,995,000"
139929,"$949,000"
139930,"$1,275,000"
139931,"$1,150,000"
139932,"$960,000"
139933,"$565,000"
139934,"$1,100,000"
139935,"$715,000"
139936,"$2,250,000"
139937,"$300,000"
139938,"$1,799,000"
139939,"$789,900"
139940,"$1,550,000"
139941,"$1,050,000"
139942,"$1,099,000"
139943,"$799,000"
139944,"$1,495,000"
139945,"$2,095,000"
139946,"$3,300,000"
139947,"$819,000"
139948,"$1,449,000"
139949,"$998,000"
139950,"$4,185,000"
139951,"$995,000"
139952,"$394,000"
139953,"$400,000"
139954,"$1,318,000"
139955,"$998,000"
139956,"$925,000"
139957,"$625,000"
139958,"$995,000"
139959,"$5,250,000"
139960,"$2,750,000"
139961,"$868,000"
139962,"$978,000"
139963,"$799,000"
139964,"$510,000"
139965,"$400,000"
139966,"$7,200,000"
139967,"$729,000"
139968,"$3,895,000"
139969,"$1,825,000"
139970,"$899,000"
139971,"$4,645,000"
139972,"$2,599,000"
139973,"$680,000"
139974,"$1,095,000"
139975,"$3,500"
139976,"$1,695,000"
139977,"$799,000"
139978,"$1,048,000"
139979,"$1,995,000"
139980,"$2,795,000"
139981,"$2,995,000"
139982,"$545,000"
139983,"$575,000"
139984,"$525,000"
139985,"$2,195,000"
139986,"$1,149,000"
139987,"$1,695,000"
139988,"$11,750,000"
139989,"$995,000"
139990,"$1,995,000"
139991,"$949,000"
139992,"$1,275,000"
139993,"$1,150,000"
139994,"$960,000"
139995,"$565,000"
139996,"$1,100,000"
139997,"$715,000"
139998,"$2,250,000"
139999,"$300,000"
140000,"$1,799,000"
140001,"$789,900"
140002,"$1,550,000"
140003,"$1,050,000"
140004,"$1,099,000"
140005,"$799,000"
140006,"$1,495,000"
140007,"$2,095,000"
140008,"$3,300,000"
140009,"$819,000"
140010,"$1,449,000"
140011,"$998,000"
140012,"$4,185,000"
140013,"$995,000"
140014,"$394,000"
140015,"$400,000"
140016,"$1,318,000"
140017,"$998,000"
140018,"$925,000"
140019,"$625,000"
140020,"$995,000"
140021,"$5,250,000"
140022,"$2,750,000"
140023,"$868,000"
140024,"$978,000"
140025,"$799,000"
140026,"$510,000"
140027,"$400,000"
140028,"$7,200,000"
140029,"$729,000"
140030,"$3,895,000"
140031,"$1,825,000"
140032,"$899,000"
140033,"$4,645,000"
140034,"$2,599,000"
140035,"$680,000"
140036,"$1,095,000"
140037,"$3,500"
140038,"$1,695,000"
140039,"$799,000"
140040,"$1,048,000"
140041,"$1,995,000"
140042,"$2,795,000"
140043,"$2,995,000"
140044,"$545,000"
140045,"$575,000"
140046,"$525,000"
140047,"$2,195,000"
140048,"$1,149,000"
140049,"$1,695,000"
140050,"$11,750,000"
140051,"$995,000"
140052,"$1,995,000"
